Number,Gender,Title,GivenName,Surname,StreetAddress,City,State,StateFull,ZipCode,CountryFull,EmailAddress,TelephoneNumber,TelephoneCountryCode,Birthday,NationalID,Occupation,Company,GUID
5130,male,Mr.,Henry,Snider,"66 Redesdale Rd",KIMBOLTON,VIC,Victoria,3551,Australia,HenrySnider@superrito.com,"(03) 5333 2283",61,1/7/1938,,Songwriter,"Rich and Happy",ddd75f96-0519-4ec0-a1d2-fede0e2875c5
5131,male,Mr.,Angus,Barkly,"31 Marlin Avenue",BIGGA,NSW,"New South Wales",2583,Australia,AngusBarkly@rhyta.com,"(02) 6154 0956",61,4/29/1977,,"Budget officer","Northern Reflections",217667e5-5244-457b-9876-d0425298c540
5132,female,Ms.,Taylah,Druitt,"77 Harris Street","TERIP TERIP",VIC,Victoria,3719,Australia,TaylahDruitt@rhyta.com,"(03) 5306 5246",61,3/25/1963,,"ABE teacher","Pro Star Garden Management",d8120f36-0bf1-4df4-b0e9-788113c62858
5133,male,Mr.,Samuel,Brunning,"65 South Molle Boulevard",TOKO,QLD,Queensland,4829,Australia,SamuelBrunning@armyspy.com,"(07) 4527 7005",61,11/14/1988,,"Heat treating equipment operator","Flagg Bros. Shoes",eca38bab-fd87-4f39-bf53-9508e56be4c7
5134,female,Ms.,Keira,O'Loughlin,"75 Martens Place","COOCHIEMUDLO ISLAND",QLD,Queensland,4184,Australia,KeiraOLoughlin@rhyta.com,"(07) 3354 4566",61,1/11/1967,,Groomer,"Plan Future",24bb1fdd-fa04-41b6-a449-2d5126c972cb
5135,male,Mr.,Beau,Halliday,"12 Rupara Street","KILBURN NORTH",SA,"South Australia",5084,Australia,BeauHalliday@rhyta.com,"(08) 8374 2440",61,6/10/1970,,"Administrative manager","The Spotted Cougar",bffdf370-0510-445e-9b4c-73b6c6f1e9e3
5136,female,Ms.,Ruby,Schramm,"19 Mildura Street","WESTERN JUNCTION",TAS,Tasmania,7212,Australia,RubySchramm@einrot.com,"(03) 6231 7254",61,12/8/1969,,"Medical translator","Carl Durfees",bb3a191f-dcf7-473f-bf0a-e13750258ae9
5137,female,Ms.,Laura,Cowie,"3 Redesdale Rd",LOCKWOOD,VIC,Victoria,3551,Australia,LauraCowie@superrito.com,"(03) 5376 2480",61,3/10/1958,,Agronomist,"Endicott Johnson",1c06f9c5-9e53-4a71-848d-7e8f8aecddf7
5138,male,Mr.,George,Jauncey,"76 Woodwark Crescent","JARDINE RIVER",QLD,Queensland,4874,Australia,GeorgeJauncey@jourrapide.com,"(07) 4002 3752",61,2/11/1995,,"Operating engineer","Frank and Seder",a82faedd-1469-47e0-8bcc-affecf44a861
5139,male,Mr.,Dean,Gloucester,"32 Shannon Court",YATINA,SA,"South Australia",5422,Australia,DeanGloucester@rhyta.com,"(08) 8728 8814",61,7/31/1947,,"Conservation forester","Leonard Krower & Sons",14c239f9-8214-496b-9f97-af5bbefeb006
5140,male,Mr.,Luca,Kirton,"94 Lapko Road",PALMDALE,WA,"Western Australia",6328,Australia,LucaKirton@fleckens.hu,"(08) 9011 0892",61,7/15/1947,,"Administrative services manager","Electronic Geek",d8e3f934-d899-420e-b70b-4b20258e250c
5141,male,Mr.,Callum,Edgerton,"10 Baker Street","GOODE BEACH",WA,"Western Australia",6330,Australia,CallumEdgerton@einrot.com,"(08) 9093 4609",61,7/6/1965,,Farmhand,"Brooks Fashions",a4d9ab52-b333-41a1-9643-801a39579037
5142,female,Ms.,Alicia,Hanran,"12 Peterho Boulevard","LOWER HERMITAGE",SA,"South Australia",5131,Australia,AliciaHanran@jourrapide.com,"(08) 8241 5260",61,8/27/1966,,"Process metallurgical engineer","Galaxy Man",ef46428a-320d-4399-8315-84c064385493
5143,female,Mrs.,Kiara,Herman,"73 Plug Street",PINDAROI,NSW,"New South Wales",2361,Australia,KiaraHerman@teleworm.us,"(02) 6784 0811",61,12/31/1954,,Nutritionist,"Forest City",df70f117-5e28-4503-9de9-6a5bdd752b01
5144,female,Mrs.,Madeleine,Clews,"35 Boonah Qld",FULHAM,QLD,Queensland,4313,Australia,MadeleineClews@armyspy.com,"(07) 4530 7744",61,11/19/1976,,"Forging machine operator",Zantigo,00cff699-6611-4f9b-bfc7-1c1833e622a3
5145,female,Mrs.,Taylah,Lyell,"21 Patton Street",WARRANWOOD,VIC,Victoria,3134,Australia,TaylahLyell@rhyta.com,"(03) 9001 3626",61,7/14/1961,,"Airline pilots",Beatties,837a52c8-b043-4cdb-abc4-4a27fa65d924
5146,female,Ms.,Dakota,Schardt,"65 Cherokee Road",HEPBURN,VIC,Victoria,3461,Australia,DakotaSchardt@teleworm.us,"(03) 5360 1841",61,2/4/1945,,"Executive administrative assistant","Royal Gas",35fe0062-6719-424c-876b-b52accc23565
5147,male,Mr.,Luke,Peterson,"79 High Street","SOUTH KILKERRAN",SA,"South Australia",5573,Australia,LukePeterson@jourrapide.com,"(08) 8342 0456",61,10/26/1999,,Bibliographer,Netobill,53cda028-7497-45cf-a848-74bd87d40360
5148,female,Ms.,Alica,Gentile,"46 Jones Road",RIVERHILLS,QLD,Queensland,4074,Australia,AlicaGentile@gustr.com,"(07) 3902 9020",61,9/28/1937,,"Mining and geological engineer","Warehouse Club, Inc.",98f41b9c-4fcc-42d0-93aa-ba2ac18e1995
5149,female,Dr.,Dakota,George,"67 Peninsula Drive",WARUMBUL,NSW,"New South Wales",2229,Australia,DakotaGeorge@teleworm.us,"(02) 4231 3438",61,12/11/1980,,"Personnel assistant",Vitagee,5fead904-bf17-49d5-96e8-a37728824494
5150,female,Mrs.,Hannah,Beeton,"55 Moores Drive",MINTABIE,SA,"South Australia",5724,Australia,HannahBeeton@einrot.com,"(08) 8733 8910",61,5/20/1947,,"Resort desk clerk","Argus Tapes & Records",0cd1a70c-bd4c-4140-9b8e-9a0a82d27aaf
5151,female,Mrs.,Lucinda,Millen,"31 Ageston Road",KALBAR,QLD,Queensland,4309,Australia,LucindaMillen@dayrep.com,"(07) 4508 4442",61,4/21/1990,,"Medical transcriptionist",Builderama,dffcbc2b-1ede-48bc-b023-ebae186a64cc
5152,female,Ms.,Evie,Wilton,"36 Creedon Street","ESSENDON WEST",VIC,Victoria,3040,Australia,EvieWilton@armyspy.com,"(03) 9084 1167",61,9/11/1950,,"Stock clerk","Northern Reflections",d0bb5ae8-349e-4c0c-ba10-4a327f8dc388
5153,female,Mrs.,Madeleine,Ebsworth,"64 Corny Court",KALANBI,SA,"South Australia",5690,Australia,MadeleineEbsworth@cuvox.de,"(08) 8742 1292",61,7/19/1988,,"Software quality assurance analyst","Liberty Wealth Planner",879f8041-eba8-4148-9600-a51900d8b9c5
5154,female,Ms.,Hayley,Beeby,"95 Flinstone Drive",ELDERSLIE,TAS,Tasmania,7030,Australia,HayleyBeeby@einrot.com,"(03) 6263 6025",61,4/21/1939,,"Greenhouse worker",Henry's,be59b202-cad8-4172-ba21-5971a3847241
5155,female,Mrs.,Alicia,Blackall,"82 Girvan Grove","BENDIGO SOUTH",VIC,Victoria,3550,Australia,AliciaBlackall@rhyta.com,"(03) 5369 8447",61,2/21/1940,,"Job training specialist",Monlinks,993bfb37-f560-432c-9b5c-a6d9b2d4cc26
5156,female,Mrs.,Anna,Murakami,"83 Bungana Drive",WATERVALE,SA,"South Australia",5452,Australia,AnnaMurakami@cuvox.de,"(08) 8355 0868",61,11/26/2000,,"Pest control technician","De Pinna",280ea112-1877-4f1e-bac7-b0bbd9fd7b4b
5157,male,Mr.,Edward,Rose,"29 Saggers Road","MALLEE HILL",WA,"Western Australia",6353,Australia,EdwardRose@superrito.com,"(08) 9016 5391",61,6/24/1946,,"Administrative worker supervisor","Joshua Doore",e399a0dd-f2d5-4165-833f-3d8c4e3a9997
5158,male,Dr.,Darcy,Moysey,"94 Kaesler Road",LOWALDIE,SA,"South Australia",5307,Australia,DarcyMoysey@fleckens.hu,"(08) 8282 9428",61,12/20/1987,,"Map editor",Konsili,8bbfe8d8-4182-4ba8-aa69-e7a8525937f4
5159,male,Mr.,Harrison,Llewelyn,"1 Bayley Street","PANTON HILL",VIC,Victoria,3759,Australia,HarrisonLlewelyn@teleworm.us,"(03) 8610 6779",61,6/25/1944,,"Marine surveyor","Realty Depot",80179daf-70d4-4359-a6e6-449782a132a0
5160,female,Mrs.,Matilda,Zadow,"16 Aquatic Road",MELINGA,NSW,"New South Wales",2430,Australia,MatildaZadow@fleckens.hu,"(02) 4957 0185",61,11/21/1950,,"Armed Forces","Monk Home Funding Services",034c2830-f9ca-43e1-a483-b4b4b80f60f1
5161,female,Mrs.,Evie,Kinsela,"93 Milbrodale Road","ST CLAIR",NSW,"New South Wales",2330,Australia,EvieKinsela@dayrep.com,"(02) 4956 1767",61,5/31/1978,,"Mental health social worker","Record Bar",49cfae8c-f39f-4fb4-bd56-0af69105c6e0
5162,male,Mr.,Marcus,Buvelot,"26 Sunnyside Road",LOVEDAY,SA,"South Australia",5345,Australia,MarcusBuvelot@jourrapide.com,"(08) 8778 4355",61,1/22/1985,,"Legal assistant",Sampson's,dafdbe7f-7843-4d3e-a2eb-bbf19674c64a
5163,male,Mr.,Jack,Burford,"76 Millicent Drive",WARRANULLA,NSW,"New South Wales",2423,Australia,JackBurford@rhyta.com,"(02) 4929 3135",61,9/7/1976,,"Electronic masking system operator","Miller & Rhoads",c4a231b4-d89a-4c4b-bcdb-d150cb0cb8e0
5164,male,Mr.,Flynn,Allingham,"26 Grandis Road",SMITHTOWN,NSW,"New South Wales",2440,Australia,FlynnAllingham@einrot.com,"(02) 6782 8581",61,10/15/1964,,"Information security specialist","Trak Auto",2c578561-81a6-47ff-9354-61eef777d574
5165,female,Mrs.,Lilian,Tasman,"57 McDowall Street","LANDERS SHOOT",QLD,Queensland,4555,Australia,LilianTasman@jourrapide.com,"(07) 5369 2701",61,2/4/1967,,"U.S. Deputy Marshal","Landskip Yard Care",74b72f88-cb36-40b0-906d-70408c5b9246
5166,male,Mr.,Nathan,Ashby,"63 Maritime Avenue",FLYNN,WA,"Western Australia",6302,Australia,NathanAshby@cuvox.de,"(08) 9045 7592",61,1/31/1990,,"Brazing worker","Gas Depot",0e015360-3cd6-46f4-84ee-6f827fca35b1
5167,male,Mr.,Hayden,Bowden,"11 Monteagle Road",SYMONSTON,ACT,"Australian Capital Territory",2609,Australia,HaydenBowden@superrito.com,"(02) 6187 9561",61,8/1/1991,,Orthotist,"Cal Stereo",6f51702a-0fd1-4b32-8009-5d24aec9d634
5168,female,Ms.,Tahlia,O'Keefe,"37 Taltarni Road",SUTHERLAND,VIC,Victoria,3478,Australia,TahliaOKeefe@superrito.com,"(03) 5344 0736",61,8/13/1956,,"Marketing specialist",MegaSolutions,d52a1fe0-c750-46e7-8020-6db469122700
5169,male,Mr.,John,Harington,"88 Jacolite Street",CULLACABARDEE,WA,"Western Australia",6067,Australia,JohnHarington@superrito.com,"(08) 8388 5211",61,10/9/1954,,Manicurist,Fretter,a75869cb-5caa-4ba1-a334-47b25760f63f
5170,female,Mrs.,Evie,Kirk,"98 Mills Street",HERSTON,QLD,Queensland,4006,Australia,EvieKirk@armyspy.com,"(07) 3206 4127",61,5/17/1941,,"Personal care aide","Planet Profit",6f6c2727-2247-4d30-b4e8-48dcbef2877f
5171,male,Mr.,Austin,Sparks,"42 Fairview Street",AYRFORD,VIC,Victoria,3268,Australia,AustinSparks@fleckens.hu,"(03) 5306 7102",61,1/19/1947,,"Physical therapist aide","Gov Mart",679a0f4c-c534-4d02-901e-fcbcc2b55fd3
5172,female,Ms.,Brianna,Compton,"26 Blyth Street",SANDERSON,NT,"Northern Territory",0812,Australia,BriannaCompton@armyspy.com,"(08) 8912 5715",61,10/18/1981,,Limnologist,"Levitz Furniture",8b4c5387-45cb-4afa-82da-6748f18c13a8
5173,female,Mrs.,Savannah,Stackhouse,"34 Point Walter Road","SOUTH FREMANTLE",WA,"Western Australia",6162,Australia,SavannahStackhouse@teleworm.us,"(08) 9486 0893",61,7/24/1949,,"Commodities trader","Gold Medal",62832625-4ca9-461c-a5bb-6a662f3f359c
5174,male,Mr.,Samuel,Guilfoyle,"32 Clifton Street",RUSHWORTH,VIC,Victoria,3612,Australia,SamuelGuilfoyle@superrito.com,"(03) 5322 1221",61,3/8/2000,,"Administrative services director","Wealthy Ideas",dac26efd-6e2c-4aa2-884c-b26ff87df806
5175,male,Mr.,Hugo,McEachern,"10 Edgewater Close","OLD EROWAL BAY",NSW,"New South Wales",2540,Australia,HugoMcEachern@dayrep.com,"(02) 4008 0680",61,9/4/1961,,"Carpet, floor, and tile finisher","Pender's Food Stores",c94fb435-9efa-40b0-9eb4-8ca98b73ef7a
5176,female,Mrs.,Sophie,Rouse,"51 Warren Avenue","CATHERINE HILL BAY",NSW,"New South Wales",2281,Australia,SophieRouse@rhyta.com,"(02) 4908 4818",61,9/23/1958,,Messenger,Luria's,4f6317ae-82a2-4985-8f50-2abc09a78666
5177,male,Mr.,Rory,Foley,"63 Daly Terrace",CARRAMAR,WA,"Western Australia",6031,Australia,RoryFoley@armyspy.com,"(08) 9294 7150",61,12/7/1956,,Navy,"Wholesale Club, Inc.",2e572601-0dfb-48df-b81b-51b5f3a3d081
5178,male,Mr.,Finn,Vigano,"51 Saggers Road",DUMBLEYUNG,WA,"Western Australia",6350,Australia,FinnVigano@superrito.com,"(08) 9043 8520",61,3/21/1964,,"School bus driver","Twin Electronics",df2943a1-f5c6-4153-a6fa-da5994769211
5179,female,Ms.,Kaitlyn,Bonwick,"11 Faunce Crescent","TRUNGLEY HALL",NSW,"New South Wales",2666,Australia,KaitlynBonwick@einrot.com,"(02) 6134 1585",61,4/14/1957,,"Budget officer",Huyler's,801af02f-d002-44ad-ba5e-b31b54f27432
5180,male,Mr.,Jake,Ridgeway,"24 Seiferts Rd",WEERRIBA,QLD,Queensland,4703,Australia,JakeRidgeway@fleckens.hu,"(07) 4902 1101",61,4/8/1969,,Longshoremen,"The Wiz",54ca5070-62ca-49c6-a9c8-e9cf38eafb9f
5181,male,Mr.,Hunter,Clarke,"84 Settlement Road","GLENGARRY WEST",VIC,Victoria,3854,Australia,HunterClarke@armyspy.com,"(03) 5364 1118",61,11/20/1952,,"Local account executive",Gottschalks,e91ae546-322d-4a4a-973b-c3fcaa132d67
5182,female,Mrs.,Olivia,Buzacott,"69 Dossiter Street","GARDEN ISLAND CREEK",TAS,Tasmania,7112,Australia,OliviaBuzacott@armyspy.com,"(03) 6230 8428",61,1/5/1963,,"Certified pest control applicator","Soft Warehouse",820b26a6-f4c1-4153-b3f2-99a4166f5bdb
5183,female,Mrs.,Ebony,Hollinworth,"89 Elgin Street",KEINBAH,NSW,"New South Wales",2320,Australia,EbonyHollinworth@jourrapide.com,"(02) 4960 0321",61,12/30/1975,,"Fire prevention specialist",Indiewealth,65969349-183e-4cbc-87e4-fb0b27824994
5184,male,Mr.,Harry,Blake,"36 Florabunda Lane",WEDDERBURN,NSW,"New South Wales",2560,Australia,HarryBlake@armyspy.com,"(02) 4669 1828",61,8/7/1984,,"Workforce development officer","Wealthy Ideas",195745c0-d352-4867-88ef-9b7470e89831
5185,male,Mr.,Finn,Hay,"78 Holdsworth Street",WAREEMBA,NSW,"New South Wales",2046,Australia,FinnHay@teleworm.us,"(02) 9710 1033",61,8/27/1951,,"Health educator","Gino's Hamburgers",009f2c4f-b1b7-4813-8348-aa7385730422
5186,male,Mr.,Noah,Faucett,"83 South Street",CRABTREE,TAS,Tasmania,7109,Australia,NoahFaucett@dayrep.com,"(03) 6237 2368",61,1/11/1941,,"Health care administrator","Sholl's Colonial Cafeteria",30e59230-480d-414e-bf72-f04e2c5b31c4
5187,female,Ms.,Lilly,Mackersey,"3 Cofton Close","NORTH DORRIGO",NSW,"New South Wales",2453,Australia,LillyMackersey@armyspy.com,"(02) 6775 6923",61,5/3/1957,,"Bridge and lock tender","Budget Power",216c8a83-2269-4ba2-9878-f3fd3359bd40
5188,male,Mr.,Jordan,Antill,"44 Clifton Street",TYNTYNDER,VIC,Victoria,3586,Australia,JordanAntill@armyspy.com,"(03) 5317 1137",61,3/5/1994,,Sociologist,"Honest Air Group",d551edbd-fd3c-4daa-98c9-7df182019489
5189,male,Mr.,Jesse,Prendiville,"30 Marloo Street",CASTAMBUL,SA,"South Australia",5076,Australia,JessePrendiville@dayrep.com,"(08) 8200 1000",61,10/14/1945,,"Administrative law judge","Schaak Electronics",428f9890-f07f-4312-8957-4d708a26e97b
5190,female,Mrs.,Lilian,Nickson,"46 Round Drive","GARDEN SUBURB",NSW,"New South Wales",2289,Australia,LilianNickson@fleckens.hu,"(02) 4905 5939",61,12/28/2000,,"Skills trainer","Garden Guru",86c7859f-c9bb-4777-958e-c24b64f8b412
5191,female,Ms.,Eve,Verran,"48 Ugoa Street","NUMBER ONE",NSW,"New South Wales",2424,Australia,EveVerran@dayrep.com,"(02) 4987 3994",61,10/28/1943,,"Mortgage loan officer","Destiny Planners",65ba831b-c9f9-49a8-9171-65cdcf9e63f1
5192,female,Ms.,Kate,Moffatt,"88 Bailey Street",NELSON,VIC,Victoria,3292,Australia,KateMoffatt@dayrep.com,"(03) 5303 7364",61,5/23/1957,,Conciliator,"Home Centers",22720515-b28e-49d3-a27e-8353ab5b7a48
5193,female,Mrs.,Charlotte,Therry,"35 Spencer Street","TIN CAN BAY",QLD,Queensland,4580,Australia,CharlotteTherry@gustr.com,"(07) 5348 8776",61,4/23/1972,,"Child welfare social worker","Price's Electronics",e670f19c-fdfd-45e0-8b58-54e2ceb9a98c
5194,female,Ms.,Brooke,Loftus,"3 Grandis Road",MOPARRABAH,NSW,"New South Wales",2440,Australia,BrookeLoftus@fleckens.hu,"(02) 6736 2656",61,8/28/1943,,"Training manager","Kohl's Food Stores",f3f756f2-28a8-4080-ae9f-bb135df12830
5195,female,Ms.,Brianna,Lonsdale,"61 Queen Street",NARRABEEN,NSW,"New South Wales",2101,Australia,BriannaLonsdale@cuvox.de,"(02) 9877 2058",61,11/17/1973,,"Call completion operator","Listen Up",cce27af9-34a0-4107-86fb-964e401b6dcd
5196,female,Ms.,Jorja,Garran,"91 Webb Road","NORTH LAMBTON",NSW,"New South Wales",2299,Australia,JorjaGarran@gustr.com,"(02) 4995 3234",61,1/15/1991,,"Shoe machine tender","Wheels Discount Auto",5d90a9b7-efdf-4af2-8c9a-8ca5b719f860
5197,male,Mr.,Jacob,Ardill,"9 Pipeclay Road","GEARYS FLAT",NSW,"New South Wales",2446,Australia,JacobArdill@cuvox.de,"(02) 6762 6099",61,1/26/1940,,"Promotions manager","Frank and Seder",2469b9b3-2792-42b0-89de-aa962b0d6f20
5198,male,Mr.,Alex,Willmore,"30 Davenport Street","NORTH ALBURY",NSW,"New South Wales",2640,Australia,AlexWillmore@gustr.com,"(02) 6111 5581",61,11/22/1992,,"Cutting and slicing machine tender","Piccolo Mondo",7d42ccf2-6292-4808-a5f9-a146f2960721
5199,female,Ms.,Zara,Polini,"85 Kogil Street",TARRIARO,NSW,"New South Wales",2390,Australia,ZaraPolini@dayrep.com,"(02) 6712 0778",61,3/10/1988,,"Counter attendant","Magna Consulting",853a8f47-66d4-4a74-bb88-f8ca7a03b270
5200,male,Mr.,Cody,Kimpton,"65 Nandewar Street","BUCKRA BENDINNI",NSW,"New South Wales",2449,Australia,CodyKimpton@dayrep.com,"(02) 6796 4661",61,10/18/1972,,"CART provider","Nickerson Farms",7c12da50-9302-448e-b8fb-ee8609041738
5201,female,Mrs.,Kayla,Reibey,"36 Devon Street",FINDON,SA,"South Australia",5023,Australia,KaylaReibey@dayrep.com,"(08) 8227 2517",61,3/2/1963,,Carpenter,"Scott Ties",d116bee7-f891-4edf-8126-17ddadf5adbe
5202,female,Ms.,Mia,Blomfield,"59 Noalimba Avenue",YEARINAN,NSW,"New South Wales",2357,Australia,MiaBlomfield@superrito.com,"(02) 6762 3118",61,5/20/2001,,"Technical recruiter","Sanitary Grocery Stores",5eb416f8-a9db-499b-9ed7-fb737dca79d4
5203,female,Mrs.,Keira,Nuttall,"63 Panorama Road",BECTIVE,NSW,"New South Wales",2340,Australia,KeiraNuttall@rhyta.com,"(02) 6743 0268",61,8/24/1960,,Dishwasher,Oshman's,6ac2b244-8d5b-4e4d-a10a-8ba9970a8ae8
5204,female,Ms.,Milla,Mahony,"36 Southwell Crescent","COLLEGE GROVE",WA,"Western Australia",6230,Australia,MillaMahony@gustr.com,"(08) 8394 6595",61,8/19/1973,,"Network architect","Quality Event Planner",3c63944e-c1ee-4a49-9cfa-e63424e916a9
5205,male,Mr.,Luca,Raymond,"53 Frencham Street",DAYSDALE,NSW,"New South Wales",2646,Australia,LucaRaymond@gustr.com,"(02) 6141 9422",61,6/3/2001,,"Development specialist","ABCO Foods",9b189064-a4ea-4060-a674-230a406db866
5206,female,Ms.,Alicia,Elphinstone,"75 Tapleys Hill Road","ELIZABETH SOUTH",SA,"South Australia",5112,Australia,AliciaElphinstone@cuvox.de,"(08) 8322 4846",61,12/15/1987,,"Textile knitting and weaving machine tender","Bold Ideas",7153d305-cb79-4f82-9750-5e65d1854dd4
5207,female,Ms.,Sarah,Kilvington,"32 Baker Street","CENTENNIAL PARK",WA,"Western Australia",6330,Australia,SarahKilvington@gustr.com,"(08) 9083 9041",61,8/26/1987,,"Clerk typist","Destiny Realty",fe7c58cc-058b-4c52-90e8-333e7021b2fa
5208,female,Mrs.,Hannah,Samson,"38 Main Street",EBA,SA,"South Australia",5320,Australia,HannahSamson@jourrapide.com,"(08) 8716 1458",61,11/30/1960,,"Parts salesperson",Luskin's,e3544819-e379-4d8f-8840-f573e4395cc3
5209,female,Ms.,Victoria,Brockman,"38 Tennyson Road",GREENACRE,NSW,"New South Wales",2190,Australia,VictoriaBrockman@fleckens.hu,"(02) 6203 7722",61,11/28/1981,,"Publicity expert","Beaver Lumber",041fc58a-4b03-4b1b-bfc4-0f5ad7664545
5210,male,Mr.,Joseph,Wren,"89 Oak Street",TULLYMORGAN,NSW,"New South Wales",2463,Australia,JosephWren@teleworm.us,"(02) 6759 4286",61,1/20/1993,,"Piano repairer","Today's Man",698cc187-040a-41ea-944c-dc4072987a93
5211,female,Ms.,Rose,Steinfeld,"38 Noalimba Avenue","LONG PLAIN",NSW,"New South Wales",2360,Australia,RoseSteinfeld@fleckens.hu,"(02) 6705 2556",61,6/19/1974,,"Printing machine operator","Paul Harris",bb0dc761-3e86-4ce1-a66a-f042ebcacb8c
5212,male,Dr.,Michael,Champ,"2 Sullivan Court","MORTON PLAINS",VIC,Victoria,3482,Australia,MichaelChamp@gustr.com,"(03) 5366 1312",61,4/30/1984,,"Pamphlet binding worker","Video Concepts",3c3ea98c-8338-4094-a073-5d79d6555206
5213,male,Mr.,Cameron,Rehfisch,"28 Balonne Street","EUNGAI CREEK",NSW,"New South Wales",2441,Australia,CameronRehfisch@cuvox.de,"(02) 6782 3914",61,8/24/1956,,"Health information manager","Frame Scene",fc6f1f79-304a-4cfb-934a-295df37ddcec
5214,male,Mr.,Leo,Agaundo,"15 Shaw Drive",ELMHURST,VIC,Victoria,3469,Australia,LeoAgaundo@gustr.com,"(03) 5371 3860",61,4/30/2003,,"Crushing, grinding, and polishing machine tender","Complete Tech",9cde1d57-93b4-4001-ae98-979af1ece97c
5215,female,Mrs.,Zoe,Spielvogel,"58 Cherokee Road","SAILORS HILL",VIC,Victoria,3461,Australia,ZoeSpielvogel@cuvox.de,"(03) 5361 6137",61,5/11/1942,,"Textile presser","Farrell's Ice Cream Parlour",779df433-b41b-4e60-a776-429e77933b66
5216,female,Ms.,Abigail,Wilton,"90 Souttar Terrace","JOONDALUP DC",WA,"Western Australia",6027,Australia,AbigailWilton@fleckens.hu,"(08) 9288 8843",61,3/27/1967,,Measurer,"Tam's Stationers",b5b88b7e-b539-4db7-ada3-579466b3347b
5217,male,Mr.,Michael,Rischbieth,"54 McPherson Road",CORRYONG,VIC,Victoria,3707,Australia,MichaelRischbieth@einrot.com,"(03) 5399 9162",61,9/15/1970,,Biophysicist,"Sunflower Market",eced4200-0bc9-4425-9c0d-ac0743b50e29
5218,female,Ms.,Abigail,Leeper,"73 Lane Street","COTTLES BRIDGE",VIC,Victoria,3099,Australia,AbigailLeeper@gustr.com,"(03) 9088 4942",61,12/22/1941,,"In home service professional",Afforda,193f57a1-79f1-4c1a-a402-4567d75b198e
5219,female,Mrs.,Bianca,Langford,"87 Ugoa Street",KEREWONG,NSW,"New South Wales",2439,Australia,BiancaLangford@teleworm.us,"(02) 6777 8181",61,9/26/1952,,"Budget officer","Big Wheel",257ddab7-6b7d-48af-aa18-d05ddefeafaa
5220,male,Mr.,Hunter,Stacy,"63 Dora Creek",TUNCESTER,NSW,"New South Wales",2480,Australia,HunterStacy@rhyta.com,"(02) 6760 8480",61,9/9/1947,,"Ambulance driver","Mr. D's IGA",e8921f38-8773-48a3-bfdd-f34458b57227
5221,female,Ms.,Bianca,Cottee,"40 Tennyson Road","WOLLI CREEK",NSW,"New South Wales",2205,Australia,BiancaCottee@superrito.com,"(02) 6239 8158",61,5/14/1948,,"Extruding, forming, pressing, and compacting machine operator","Boys Markets",a9e5b4ae-6273-4157-a0f9-b9d0707ba9fb
5222,male,Mr.,Lucas,Stones,"94 Marx Hill Road","BOGGY CREEK",NSW,"New South Wales",2454,Australia,LucasStones@fleckens.hu,"(02) 6735 0246",61,9/17/1949,,"Inside wire installer","Mr. Good Buys",e0412bfd-358d-4c3c-82a4-6b5a8a9f07ff
5223,female,Mrs.,Isla,Beit,"84 Woolnough Road",FULLARTON,SA,"South Australia",5063,Australia,IslaBeit@cuvox.de,"(08) 8366 8921",61,9/2/1988,,"Automotive painter","Tape World",34d9a0fd-9d2c-45e5-8416-89870d9faec2
5224,male,Mr.,Christopher,Glossop,"55 Cubbine Road","SOUTHERN CROSS",WA,"Western Australia",6426,Australia,ChristopherGlossop@jourrapide.com,"(08) 9017 2856",61,7/12/1965,,Tester,"Star Assistance",770fed68-d0c4-4b71-8ca0-ab1cdec3b8a2
5225,female,Mrs.,Kayla,Coghlan,"80 Campbells River Road",IRYMPLE,NSW,"New South Wales",2835,Australia,KaylaCoghlan@teleworm.us,"(02) 4057 2977",61,6/11/1948,,Meatcutter,"Alladin's Lamp",f2005e56-b286-442d-bb1f-32e5d96922be
5226,male,Dr.,Angus,Crespin,"54 Parkes Road","WEST FOOTSCRAY",VIC,Victoria,3012,Australia,AngusCrespin@armyspy.com,"(03) 9880 4968",61,1/29/2000,,"Employee development manager","Polk Brothers",4a0de577-b591-4496-915f-96daddbcf269
